,underlying_symbol,quote_datetime,expiration,strike,option_type,close,bid,ask,active_underlying_price,mid_price,years_to_maturity,Option,Stock
62,AMZN,04/01/2021 10:32,22/01/2021,3345,P,0,153.1,155.8,3232.8,154.45,0.049281314,153.73,3233.603
63,AMZN,04/01/2021 10:33,22/01/2021,3345,P,0,154.3,156,3230,155.15,0.049281314,153.88,3233.145
64,AMZN,04/01/2021 10:34,22/01/2021,3345,P,0,155.5,158.05,3229.34,156.775,0.049281314,154.34,3232.514
65,AMZN,04/01/2021 10:35,22/01/2021,3345,P,0,157.15,158.45,3227.055,157.8,0.049281314,155.29,3230.909
66,AMZN,04/01/2021 10:36,22/01/2021,3345,P,0,156.15,157.75,3228.94,156.95,0.049281314,156.225,3229.627
67,AMZN,04/01/2021 10:37,22/01/2021,3345,P,0,154.6,157.5,3230.199,156.05,0.049281314,156.545,3229.1068
68,AMZN,04/01/2021 10:38,22/01/2021,3345,P,0,157.05,158.75,3227.5,157.9,0.049281314,157.095,3228.6068
69,AMZN,04/01/2021 10:39,22/01/2021,3345,P,0,156.5,157.85,3227.99,157.175,0.049281314,157.175,3228.3368
70,AMZN,04/01/2021 10:40,22/01/2021,3345,P,0,154.8,157.45,3229.5,156.125,0.049281314,156.84,3228.8258
71,AMZN,04/01/2021 10:41,22/01/2021,3345,P,0,153.55,155.2,3232.33,154.375,0.049281314,156.325,3229.5038
72,AMZN,04/01/2021 10:42,22/01/2021,3345,P,0,152.5,154.35,3234.13,153.425,0.049281314,155.8,3230.29
73,AMZN,04/01/2021 10:43,22/01/2021,3345,P,0,152.45,154.35,3233.48,153.4,0.049281314,154.9,3231.486
74,AMZN,04/01/2021 10:44,22/01/2021,3345,P,0,151.9,154.55,3235.1,153.225,0.049281314,154.11,3232.908
75,AMZN,04/01/2021 10:45,22/01/2021,3345,P,0,153.6,156.25,3234.45,154.925,0.049281314,153.87,3233.898
76,AMZN,04/01/2021 10:46,22/01/2021,3345,P,0,160.3,163.75,3223.475,162.025,0.049281314,155.4,3232.127
77,AMZN,04/01/2021 10:47,22/01/2021,3345,P,0,162.4,164.75,3221,163.575,0.049281314,157.43,3229.501
78,AMZN,04/01/2021 10:48,22/01/2021,3345,P,0,160.85,164.8,3220.838,162.825,0.049281314,159.315,3226.9726
79,AMZN,04/01/2021 10:49,22/01/2021,3345,P,0,167.05,171.05,3213.43,169.05,0.049281314,162.48,3222.6386
